author,text,date,likes,polarity,rating,emotion,aspect
Eko Isuzu,"pemerintah segera buat gudang baru dan segera mengambil alih pemasaran beras kepada rakyat, beras dr petani segera di beli negara gabahnya kemudian diproduksi sendiri oleh negara gabah tersebut menjadi beras kemudian di simpan dlm gudang beras yg dimiliki negara, kemudian melalui kelurahan atau pasar kabupaten atau pasar kota, adalah contoh pasar yang melibatkan pemerintah sebagai pengelola dan penyedia fasilitas. ditunjukkan penjualan beras ke rakyat, jdi tdk melibatkan swasta dlm penjualan beras, sehingga hrga beras dpt di kuasai dan di intervensi negara , begitu pun dengan telur dan daging sapi, konsepnya hrs sama sprt yg saya utarakan, tekan beras per 5 kg jadi 40 RB di beli oleh rakyat",-,0,Positif,5,Senang,Pemerintahan:Inovatif
Ainun makeup weeding,Lah kok di samain sama jepang pak bapk udah mnm obat pak😂,-,0,Negatif,2,Sarkas,Mentan:Blunder
tofunk,sesuai kan lah sama pendapatan telor,-,0,Negatif,2,Sarkas,Pendapatan:Beda
Alif Al Badar,apa gak ada rupanya program pemerintah untuk mensejahterakan petani karet?😭,-,0,Negatif,2,Sedih,Program Pemerintah:Kurang Efektif
munirakemhay,🥰🥰🥰,-,0,Negatif,1,Marah,Mentan:Blunder
Bunda Rebhita,gaji jrpang perbulan piro pak..ilmu matematikamu gae nen ...sekolah mat oleh piro iku biyen..kok iso jad pejabat😂😂,-,0,Negatif,1,Sarkas,Gaji:Kecil
ari,😂,-,0,Negatif,2,Sarkas,Beras:Mahal
akbar1234,belum tau dia di jajak warga kayak di nipal,-,0,Negatif,2,Sarkas,Mentan:Blunder
Whike86,musim apa. ini pak. ga takut pak,-,0,Negatif,2,Sarkas,Pak:Beda
BHAKTI MANDIRI COMPUTER,gak perlu retorika ini itu yg di inginkan rakyat adalah harga kebutuhan pokok khususnya beras MURAH ...,-,0,Negatif,1,Marah,Harga:BerasMahal
Kesatria120R,otak nya di mana ni orang,-,0,Negatif,5,Sarkas,Otak nya di mana ni orang:Mentan
Yoo San,"kenapa anda g minggt saja ke jepang,dr pada d indoesia ,menghaibisiuang rakyat,SMG mendelik JK mkn uang rkyat",-,0,Negatif,5,Marah,Mentan:Blunder
fahmi bisauqin,mentri pertanian otaknya eror,-,0,Negatif,1,Sarkas,Mentan:OtaknyaEror
kencana,ogdj ini mah,-,0,Negatif,2,Sarkas,Beras:Mahal
SNN,UMR nya beda Bapak 😭🙏,-,0,Negatif,2,Sarkas,UMR:Beda
Rasma,mantap pak,-,0,Netral,3,Netral,Pak:Mantap
Dea Putri,Itu yg ngomong nama nya siapa,-,0,Negatif,2,Sarkas,Mentan:Blunder
Norhayati,pak kata nya swasembada beras tp kok lebih mahal harganya di banding pas impor beras,-,0,Negatif,2,Marah,Beras:Mahal
Ravelvv,gaji juga samain 50jt juga pantes rakyat menderita dpr nya aja gini,-,0,Negatif,1,Marah,Gaji:Kecil
dany sejahtera31,liat indonesia pk.... kalau sjahtra harga barang pantas mahal.... tapi ini...udah umr rendah.kerja susah....lgi harga barang tinggi....pikir dulu pk,-,0,Negatif,2,Marah,Harga:Beras:Mahal
darving,ini cocok banget sama syaroni 😂,-,0,Negatif,2,Sarkas,Beras:Mahal
Boujee shop,salah pilih lagi nih,-,0,Negatif,1,Sarkas,Pembandingan Harga:Beda
tyaz,"di jepang korupsi minim , UMR tinggi. disini gmn",-,0,Negatif,1,Marah,Mentan:Blunder
mirahana,Harga beras naik terus😭,-,0,Negatif,2,Sedih,Harga beras:Mahal
SHAKA,MENTRI G*BLOK,-,0,Negatif,1,Sarkas,Mentan:Blunder
MX _kWi202,kasihan petani obat obatan tanaman gak murah klaw mau murah bahan pangan murahkan obat obatan pertanian lah DONGGO,-,0,Negatif,2,Sarkas,Beras:Mahal
𝓒𝓲𝓽𝓻𝓪 𝓟𝓻𝓮𝓼𝓽𝓲𝓼𝓮,jepang 100rb/kg tp harian pendapatan disana bisa 1jt lebih..di indo 15rb pendapatan harian mayoritas 50-100 ..kan JEMB*D!🗿,-,0,Negatif,1,Marah,Mentan:Blunder
Uncu beruh,bravo pak mentri pertanian,-,0,Positif,5,Senang,Mentan:Support
Indr@$1000,pea,-,0,Negatif,2,Marah,Harga:Beras:Mahal
mass ronyy,🥰,-,0,Negatif,1,Marah,Beras:Mahal
POOR Rp,jepang negara maju pak... indonesia hanya hidup korupsi mana mau bersaing dgn jepang,-,0,Negatif,1,Marah,Jepang:Kegagalan
dinazulfa,iya lah jepang beda jauh sama Indonesia bro,-,0,Negatif,2,Sarkas,Jepang:Beda
TOKO ALFIYAN,gilaaaa beras dah naik parahhhh,-,0,Negatif,1,Marah,Beras:Mahal
Anne,ya sana lu ke Jepang aja pak.. pak,-,0,Positif,5,Senang,Jepang:DapatDijajal
teguh agustian ☑️,gajih Jepang berapa pak bos qu gajih saya di Indonesia berapa,-,0,Negatif,2,Sarkas,Gaji:Beda
Ahmad Rizqi Al majid,disamain dengan jepan negara majuuuu,-,0,Negatif,1,Sarkas,Jepang:Blunder
april,lu gajinya kegedean,-,0,Negatif,2,Sarkas,Gaji:Kecil
yanthiechemunguds,Kejadian yg menimpa anggota dpr dia tdk jadikn pelajaran punys mulut asal nyablak wae,-,0,Negatif,1,Sarkas,Mentan:Blunder
ernasuryadihalawa70,Maluuuu🤭😂😂,-,0,Positif,5,Senang,Maluuuu:Bahagia
user6872082351133,sekaran harga minyak kita di pasar tradisional Rp18000 apa mentri lakukan.hanya bikin vedio untuk social media.,-,0,Negatif,1,Marah,Mentan:Blunder
Orang Kaya,😁,-,0,Negatif,2,Marah,Beras:Mahal
Orang Kaya,😂,-,0,Negatif,2,Sarkas,Beras:Mahal
~Abi~,"rakyat indonesia disamakan dgn penghasilan rakyat Jepang 😅😆 , ini perkataan pejabat atau anak baru ngomong",-,0,Negatif,1,Sarkas,Mentan:Blunder
udin,"bapak tidak mikirin nasib bawah orang miskin, jepang Negara maju bapak",-,0,Negatif,5,Marah,Mentan:Blunder
ramadoank,"indonesia jngn di samakan sama jepang,ekonomi di sana baik2 saja,penghasilan rakyatnya lebih dari cukup,sedangkan sebagian rakyat indo pendapatan sehari cuman cukup buat kebutuhan sehari kadang kala gak cukup,kalau kehidupan rakyat kita terjamin mau harga beras 50 rbu 1 kg,bensin 25rb 1 liter,minyak goreng 100 rbu 1 liter jga mungkin gak akan ngeluh.",-,0,Positif,5,Senang,Harga Beras:Wajar
Wulan Rahmadhani Uti A,"hlaa bapak gajinyaa puluhan jutaa e , 😭",-,0,Negatif,1,Sedih,Gaji:Kecil
kutisari10,ngomong ta k3mu😳,-,0,Negatif,1,Marah,Mentan:Blunder
RAMADHAN,KITA HARUS DEMO LAGI UTK TURUNKAN ZULHAS KRN HARGA BERAS NAIK LAGI,-,0,Negatif,1,Marah,Mentan:Blunder
antysyam,Kita bersyukur bahwa menteri pertanian terus berupaya agar harga gabah terjaga dan konsumen tdk terbebani . Masyaallah pak menteri sehatki,-,0,Positif,5,Senang,Mentan:Setuju
"adabosqyue,☝️",aduh itu cocotnya pengen saya ruwet² ☺️😻,-,0,Negatif,1,Marah,Mentan:Blunder
Ahmad Kirom,bgmn bisa dibandingkan Jepang ? bgmn analisa nya ?,-,0,Negatif,2,Sarkas,Analisis:Beda
kangcule622,"siapa sih milih dia jd mentri pertanian, coba pilih mentri yg pintar bukan mentri yang katuju mamintari masyarakat",-,0,Negatif,2,Sarkas,Mentan:Katuju
🥰GREAT MOM F.S.P🥰,kalian semua salah paham tentang apa yg di katakan puang Amran..pak Amran itu orang jujur...,-,0,Negatif,5,Sarkas,Mentan:Blunder
ayunirmdty,Pengen banget gua kata DONGO depan congornya,-,0,Negatif,2,Sarkas,Mentan:Blunder
Defizainaputri,ditempat kami beras harganya 12 rb perkilo pak😌,-,0,Positif,5,Senang,Beras:Murah
Ba'iL KaTuq,minta di grudug ini Mentri dancoooq,-,0,Negatif,2,Marah,Mentan:Blunder
Bunga Melati,"Mentri Indonesia ni tak mikirkan rakyat nya ,mentri di jepang mikirkan rakyat nya .lah mentri Indonesia mikir kluarga nya sendiri mana rakyat gak ribut leeeeek.",-,0,Negatif,1,Marah,Mentan:Blunder
BUNGSU 🐜,apakah indo layak di samakan dengan jepang ?,-,0,Negatif,2,Marah,Indonesia:BedaDenganJepang
sekarjuminten,wong pinter cangkeme asal jeplak ora mikir ke wong cilik ampun²😞😞,-,0,Negatif,1,Sarkas,Mentan:Blunder
H3*$37,"maaf....pak Mentri mensejahterakan petani bole Mala bagus tapi tdk seperti itu, ngapunten harusnya bapak buat banyak banyak pengairan supaya petani bisa panen 3-4 kali dalam 1 tahun jadi kehidupan petani juga sejahtera konsumen juga semoga bermanfaat",-,0,Positif,5,Senang,Pengairan:Bahagia
H3*$37,"maaf ya pak maaf....sy mau tanya jepang UMR nya berapa sedangkan Indonesia berapa, ya Allah pak BOK Yo sekali kali turun kemasyarakat biar tahu pendapatan masyarakat kecil seperti kita😳",-,0,Positif,5,Senang,UMR:Perbandingan
Tasya1315,lambenu pak.,-,0,Negatif,2,Sarkas,Mentan:Blunder
Pincuu,anjiirrr perbulan nya aja jepang 15jt perbulan kita mahh ada yang masih 2-3jt perbulan woiyy melekk lah pakkkk😭😭😭,-,0,Negatif,1,Marah,Harga:BerasMahal
chacha imoetz,@RSJ-77 tengok nih dengarin baik2 dan emang mentan Mau Menyamakan beras indonesia dan beras jepang lho skrng beras 5 kg harganya 80 rebu Ngotak dikit,-,0,Negatif,2,Marah,Beras:Mahal
alfretdo Siahaan,yaa ampun sekelas Mentri cara kalkulasi kyak begini,-,0,Negatif,2,Sarkas,Cara Kalkulasi:Mentan Blunder
OpHe08,utek e disumpet kapas,-,0,Negatif,2,Sarkas,Beras:Mahal
Zainal@bidin111,bagus.👍👍👍itu harga bras di jepang 100.000👍👍👍♥️♥️♥️. Karena Nang nanam padi orang jepang. jadi buat makan keluarga warga Jepang sendiri.,-,0,Positif,5,Senang,Beras:Bahagia
toko src,anj disamain sm jepang,-,0,Negatif,2,Sarkas,Beras:Mahal
bosrode,ngerasa pintar ya pak 😂,-,0,Negatif,2,Sarkas,Mentan:Blunder
Syakirabeautyfashion,"harusnya kemaren dari rumah sahroni, iya kuya sama eko lanjut ke pak mentri ini",-,0,Negatif,2,Sarkas,Pak Mentri:Blunder
Mama123,ga sekolah...paling ...,-,0,Negatif,2,Sarkas,Beras:Mahal
Mama123,sempel😂,-,0,Negatif,1,Sarkas,Beras:Mahal
jutex_ll,"mentri sebenarnya pinter apa begoh sih,, kenapa g dibandingin dg negara yg bebas pajak dan dapat uang per nyawa... kenapa bandingin soal beras saja,, g ngotak mang tau susahnya rakyat cr nafkah tuk nyambung hidup woooii",-,0,Negatif,1,Marah,Mentan:Blunder
Muhammad Arhan,Mentri Hau Hau ga ada kualitas saja bisa jadi mentri,-,0,Negatif,1,Sarkas,Mentan:Blunder
leni002,nya heuuh atuh di jepang gajihna 20 jt di indo umr kan 3 jt lebih kumaha di saruakena,-,0,Negatif,1,Marah,Mentan:Blunder
TITANIUM🔑,palestin 1000 ton dikirim...😂😅😅,-,0,Positif,5,Senang,Palestin:Beras
Ardhy121,jepang negara maju.. pekerja sampah pun gajinya gede bangett,-,0,Positif,5,Senang,Gaji:Banyak
DA ♌️,1 juta yen = 100juta rupiah kurs 2014 yey… mohon maaf Bapak 🙏🏻🙏🏻,-,0,Positif,5,Senang,Kurs:Bisa
fiafajarfaher,UMR Indonesia brp? kok bisa2nya bandig2ngin dengan negara jepang?? menteri2 indonesia makin kesini makin kocak🤣,-,0,Negatif,5,Sarkas,Mentan:Kocak
Murni Bundy Agnika,UMR jepang 20jt UMR indo di bawah 5jt,-,0,Negatif,2,Marah,UMR:Beda
Imarpandi,"enak nya kau ngomong,mmg bagus rakyat turun tangan,demo abis² San,sakit hati dgn cara berpikir kalin",-,0,Negatif,1,Sarkas,Mentan:Blunder
Cinunk,ngomong nya kayak anak TK 😂,-,0,Negatif,1,Sarkas,Mentan:Blunder
"JiminUser13@gmail,com","jepang negara maju dan jujur pemerintahnya,jadi makmur rakyat'nya. ..",-,0,Negatif,2,Sarkas,Jepang:Kecil
KrisTyan Bonsai,🙏,-,0,Negatif,2,Marah,Beras:Mahal
anti pelan😹,mantap pak mentan terus perjuangkan kesejahteraan petani,-,0,Positif,5,Senang,Mentan:Dukungan
AhmadBerkah🌾,ini ni yang patiin pedagang beras😏. situ bisa beli gabah mahal jual murah pakai subsidi😁,-,0,Positif,5,Senang,Pedagang beras:Kreatif
Paroji murti Murti,ini negara Indonesia bukan luar negri tidak d sama kan sama negara lain bapa salah klo d sama kan d luar nerldri pa naik sedikit ribut itu udah wajar,-,0,Negatif,2,Marah,Mentan:BedaDenganLuarNegeri
Tridel,kaga ngerti UMR kali ya ni org,-,0,Negatif,5,Marah,UMR:Beda
mamtasyakira,bpk ngomong kok asal jeplak naik sedikit sja kok ribut gak ribut ya apa pak per ekonomian di indobesia kayak gini?,-,0,Negatif,2,Sarkas,Mentan:Blunder
Arul Moch,Begonya udah mendarah daging apa ya,-,0,Negatif,2,Sarkas,Mentan:BedaHarga
Prabowo3periode,bego amat,-,0,Negatif,2,Sarkas,Beras:Mahal
3456712347890,"gouuuublooook menteri menteri indonesia periode presiden prabowo ini semua ta!, kalian hedon di negara ini ,, tapi kau ngomong orang2 kerja keras guru,medis, rakyat buru tapi tidak dikasih imbalan sepantas kerakyat, edan",-,0,Negatif,1,Marah,Mentan:Blunder
Nurma Yunita Sinaga,jelas² dungu gt di bilang dungu kok marah,-,0,Negatif,5,Sarkas,Mentan:Dungu
Rahma Dhani,"menteri-menteri prabowo emang orang-orang pilihan, dipilih karena goblog luarbiasa",-,0,Negatif,1,Sarkas,Mentan:Blunder
💛yellowduck💛,"pantas rakyatnya pada miskin, pemimpinnya pada tolol 😭😭😭",-,0,Negatif,1,Sarkas,Pemimpinnya:Blunder
sunarti,padahal tadinya akunudah ngefans sama bapak mentri satu ini..tapi dengar penyataan nya kayak gini..gobdok aku... wee pak...gaji umr rakyat kita 3jt..jepang 20jt...gimana mo disamakan pak????🤣,-,0,Negatif,1,Marah,Gaji:Kecil
Kadek Wiadi,pakta dilapangan gabah msh dibeli rendah.,-,0,Negatif,2,Sarkas,Harga:BerasMahal
Arii,Ni calon calon ky kmrn 😂😂,-,0,Netral,3,Sarkas,Komentar:BerisiHumor
AkhaNana,mulutmu pakk....iya itu mulutmu yg perlu dijaga👊👊👊👊,-,0,Negatif,1,Sarkas,Mentan:Blunder
Bakso,t0l0l dipelihara kesel bgt.,-,0,Negatif,2,Marah,Mentan:Blunder
twin,"UMR jepang berapa, Indonesia berapa @gerindra @DPR RI",-,0,Negatif,2,Marah,UMR:Kecil
Y,pola pikir macam apa ini,-,0,Negatif,1,Marah,Mentan:Blunder
susi jaya muammar,sekarang gaji bapak di kurangi aja gmn terus bapak GK usah dpt jatah beras dan bapak beli beras sendiri gmn pak ?,-,0,Negatif,1,Marah,Gaji:Berkurang
Henisusvianty,bapak ini sekolahnya dulu gimana ya?,-,0,Negatif,5,Sarkas,Bapak ini:Blunder
𝕖𝕝-𝕔𝕙𝕒𝕡𝕠 𝟜𝟙,"pak,,kalau ngambil kebijakan / berbicara hati - hati",-,0,Negatif,2,Sarkas,Kebijakan:Mentan
LALA PAN 🥗,"anjir bru ngeh ini berita pas awal bulan gw mau stock beras pada gaada ... gimana si ini woi , gw ampe beli di shopee",-,0,Negatif,2,Sarkas,Beras:Mahal
Dhelima Kitchen,Alamat dia kemarin ga di spill yak,-,0,Negatif,2,Sarkas,Mentan:Blunder
user462479,"kebanyakan artis anggota DPR nya, jadi di buat hiburan di buat org ini",-,0,Negatif,1,Sarkas,Mentan:Blunder
anitaningrum,sedeng menterine pertanian 😅 gemes bgt kasian yg rakyat kecil,-,0,Negatif,2,Sedih,Mentan:Kasian yg rakyat kecil
siti wasiati,orang goblok koh jadi DPr,-,0,Negatif,2,Sarkas,Mentan:Blunder
miftah,itu jepang negara maju . kita aj masih ada rakyat yg makan ubi,-,0,Negatif,5,Marah,Jepang:Beda
Bu Ganik,Mosok disamain.... Jepang Gaji gede nggak ad pengangguran,-,0,Negatif,5,Sarkas,Jepang:Kecil
A Setiawan17,D4ngkal,-,0,Negatif,1,Marah,Mentan:Blunder
Anisa Jaya Motor,wkwkwkwkk,-,0,Negatif,2,Sarkas,Beras:Mahal
Rayyan,UMR indonesia UMR jepang berapa ia luur?,-,0,Negatif,1,Marah,UMR Indonesia:Mahal
Andi Usral,mantap,-,0,Negatif,1,Marah,Beras:Mahal
Chica marry,"KLO SEMBAKO NAIK APALAGI BERAS, YAH NAIKIN JUGA GAJI UMR NYA RAKYAT, BUKAN GAJI DPR YG NAIK PLAK 🤦🏼‍♀ ASTAGFIRULLAH SI BAPAK INI SEHAT GAK SIH MENYAMAI INDONESIA SMAA JEPANG, INCOME NYA BEDA COYYY",-,0,Negatif,1,Marah,Mentan:Blunder
Mom Fadia,"Bapak pikirnya rakyat itu cuman petani doang???? Di sini cabe 1ons 7000 sedangkan gaji kami sebulan 3jt belum kebutuhan anak susu nya,pampers pintar dikit lah pakkkkk",-,0,Negatif,1,Marah,Mentan:Blunder
🗯akun yg di blokir🗯,"gajih jepang sama indo beda pak gajih di indo brapa di jepang brapa pak seenaknya aja ngomong.gimana kalo tukang ojrk kaya suami ku yg gajihnya pas""an",-,0,Negatif,1,Sarkas,Mentan:Blunder
𝓟ø𝓳𝓸𝓴𝓪𝓷,pejabat bangsat😡,-,0,Negatif,1,Marah,Mentan:Blunder
@ibuneseptiyan🥰,"di turunin aj ni mentri, jd satpam😂",-,0,Negatif,2,Sarkas,Mentan:Blunder
Khalid_Store,YA GAJINYAA LU SAMAIN ANJ 😭,-,0,Negatif,1,Sarkas,Mentan:Blunder
ReShophie,satu kata buat bapaknya : tuololllllll,-,0,Negatif,2,Sarkas,Mentan:Blunder
Kristiana R,jepang negara maju..kita negara berantah...,-,0,Negatif,2,Sarkas,Jepang:Beda
Follow 😘🥰,😅,-,0,Negatif,1,Marah,Beras:Mahal
Follow 😘🥰,😁,-,0,Negatif,1,Marah,Beras:Mahal
tidak_tau,tolo*,-,0,Negatif,2,Marah,Harga:BerasMahal
Tiara Aenun Khafidah,"ya umr dinaikan ouh di indo aja cuman 4,5 paling besar di jepan gajih udah 30 jt berapa lipetnya itu😂😂😂",-,0,Negatif,2,Sarkas,UMR:Besar
chie,pakkk jngan aing2 Jepang dibanding Indonesia gmna itu,-,0,Negatif,1,Marah,Mentan:Blunder
triez.van,lah di samain sama jepang ga skalian samain sama amerika😂😂😂,-,0,Negatif,2,Sarkas,Jepang:NotComparable
Karins,"YAUDAAAHHH KASIH RAKYAT TUNJANGAN BERAS 12JT SEBULAN BIAR NGGA RIBUT, ON!",-,0,Negatif,5,Marah,Mentan:Blunder
vladimir,😁,-,0,Negatif,2,Marah,Harga:Beras:Mahal
vladimir,🥰,-,0,Negatif,1,Marah,Beras:Mahal
nanda,paaak mikir pak,-,0,Negatif,2,Sarkas,Mentan:Blunder
bamz racing,bandingin dengan Jepang umurnya 20jt pak,-,0,Negatif,2,Sarkas,UMR Indonesia:BedaDenganJepang
NIZAM,😁,-,0,Negatif,1,Marah,Beras:Mahal
🌹Riiiinnnn🌹,yuk maen ke akunnya beliau,-,0,Negatif,2,Sarkas,Mentan:Blunder
Aynie Cempluk,"pusing aaaaku,, apa aku harus pindah ke Jepang aja yaaak...😳",-,0,Negatif,1,Marah,Mentan:Mahal
Efriyani Annisa,ini orang lulusan apa komen gini paaaaakkkk,-,0,Negatif,1,Sarkas,Mentan:Blunder
Nursiah ali,mantap pak mentan,-,0,Negatif,2,Sarkas,Mentan:Blunder
MASNU/& PRINCE BLUE,jangan kau bandingkan beras Mangkok dan beras bulog,-,0,Negatif,2,Sarkas,Bandingkan:Beda
rifaizidan,hah pejabat bacot. rakyat byk yg miskin,-,0,Negatif,2,Marah,Mentan:Bacot
bubble gum 💖🍭🪷🧼🌷,🥰,-,0,Negatif,1,Marah,Beras:Mahal
@BuBay,"hallo pakkkk,, UMR beda pak apalgi jawa tengah,plis bapak, jepang 20jt pling dkit lha siniiii bapa coba pak",-,0,Negatif,1,Marah,Mentan:Blunder
Dewani Vernanda,Please pak umre bedoooo adohhh,-,0,Negatif,1,Marah,UMR:BedaDenganJepang
kacangkriuk15,ngomong aja nge-lag pak pak,-,0,Negatif,2,Sarkas,Mentan:Blunder
Ruang Cukur Kotabaru,sekolahnya sampai tingkatan apa sih pola fikirnya belum sekolah kayaknya,-,0,Negatif,5,Sarkas,Pola Fikir Mentan:Blunder
⭐️Dear Vhiee🇮🇩,UMR jepang brpa pak 🤣🤣🤣ngakak jir,-,0,Positif,5,Senang,UMR Jepang:Keren
mahluk bumi,ni ini yg namanya Mentri tolol...bandingkan juga UMR nya,-,0,Negatif,2,Sarkas,Mentan:Blunder
xianxian mendukung🥀,eeeeeeee.. 🙁,-,0,Negatif,1,Sarkas,Mentan:Blunder
SODIQ HONDA,mentri kok goblog.,-,0,Negatif,2,Sarkas,Mentan:Goblog
flying piston,otakykaga ada,-,0,Negatif,1,Marah,Mentan:Blunder
maciato,"disamaiin sama jepang, goblok banget... umr indonesia sama jepang beda jauh... 😏",-,0,Negatif,1,Marah,Mentan:Blunder
foxxx,🧐,-,0,Negatif,1,Marah,Mentan:Blunder
Nadiarrrrr,YaAllah disamain sama jepang,-,0,Negatif,1,Marah,Mentan:Blunder
Maya_syafana,😁,-,0,Negatif,1,Marah,Beras:Mahal
Pemuda Hijrah,btw bapak ini ga masuk list bedah rumah 😁,-,0,Negatif,2,Sarkas,Mentan:Blunder
Flowerpuff,Jepang nyemprot pakai helikopter pakk wajar mahal😂,-,0,Positif,5,Senang,Jepang:WajarMahal
Bubun,"awas lo yoo,masuk dftr penjarahan massa",-,0,Negatif,2,Sarkas,Mentan:Blunder
ekoko,"Emang benar beras di jepang RP100k per kg tetapi tidak ada wakil rakyat yang KORUPTOR,uang pajak pun di kembalikan.",-,0,Positif,5,Senang,Beras:Murah
RIYADI,"hati hati pak,,jaga prestasi bapak..",-,0,Negatif,2,Sarkas,Mentan:JagaPrestasi
mbahdwan,"mentri kok gini amat daya beli masyarakat jepang dan indonesia beda jauh ,umr kita rata2 3jt ,untuk makan 1 bln saja -+ 400rb belum ,listrik ,aii bersih ,jajan anak2 ,belum yg lain2 ,1 th naik hnya 100rb itu kalau naik",-,0,Negatif,1,Marah,Mentan:Blunder
Yuliana Dee,anjing lagi njegok..😁,-,0,Negatif,1,Sarkas,Mentan:Sarkas
haii aku Adam👋,ya ampun gimana sih pak,-,0,Negatif,2,Sarkas,Mentan:Blunder
Lyon,YAALLAAAHHH,-,0,Negatif,2,Sarkas,Beras:Mahal
Muhamad Ibnu hasan,wkwkwk di samain sama jepang wkwkwkw ngakakkk wouyy ekonomi rakyat Indonesia jauhhh sama jepang loll gimana iniii haduh haduh😂🗿,-,0,Negatif,1,Marah,Mentan:Blunder
𝐀𝐧𝐝𝐲_𝐃𝐚𝐧𝐤𝐬𝐬,negara bobrok dibandingin ama negara maju anj,-,0,Negatif,2,Sarkas,Aspek:Bobrok
cifa chan,target berikutnya geyss😅😅🤭🤭,-,0,Negatif,1,Sarkas,Mentan:Blunder
Cherry🍓,lihat dulu UMR nya😏 jepang brpa indo brpa,-,0,Negatif,2,Sarkas,UMR:Beda
pawpawruruby,"Bener loh pak mentri ini, tujuannya biar petani itu makmur tapi yg jadi masalah sebenernya itu para mafia beras gabah dari petani itu murah bgt guys kadang gak naik2 harganya, oper ke orang ke 2 ke 3 dll jadi mahal bgt sbnernya gapapa mau di bandingin sama jepang pun biar kita mencontoh cara pengolahannya gimana cara pemerintahnya bekerja gimana, karna memang di sana para petani diperhatikan bgt nah itu yg lagi di usahakan pak mentan ini. income perkapita kita memang rendah tapi bisa kali bu tunjangan dpr di potong biar pajak di alokasiin ke tempat yg lebih penting kyk masalah beras ini 😊🙏",-,0,Positif,5,Senang,Pengolahan Beras:Baik
AhmadBerkah🌾,"jangan smpek orang"" demo ke rumah anda pak. jangan asal njeplak",-,0,Negatif,5,Marah,Mentan:Blunder
ikhsan,"mungkin kalian berfikir kalau beliau ini bodoh, tapi d mata para petani beliau adalah mentri yg bisa mensejahterakan petani,",-,0,Positif,4,Senang,Mentan:Setuju
Desi 🇲🇨🇹🇼🏁,jepang umr buat PMI 20-40 beda ma warga ny.. itulah bgus ny luar negeri,-,0,Negatif,2,Sarkas,Jepang:BedaUMR
Ƭɧɑɑɑ彡,lu ngomong gtu krna lu gatau hidup susah pak buka mata buka telinga masyarakat lagi susah woyy,-,0,Negatif,5,Marah,Mentan:Blunder
ex,koplak ne orang...,-,0,Negatif,1,Sarkas,Mentan:Blunder
Penses,😂,-,0,Negatif,2,Sarkas,Beras:Mahal
Penses,🥰,-,0,Negatif,1,Marah,Beras:Mahal
annamilest,😂😂😂 kok disamakan dengan jepang,-,0,Negatif,2,Sarkas,Jepang:NotComparable
Jie,naik harus sesuai dengan pendapatan rakyat...bukan naik harga tapi pendapatan rakyat ngak pernah naik...,-,0,Negatif,1,Marah,Pendapatan Rakyat:Kecil
A.Rojali,hasbiallah ilyas anisa mahesa bahlil amran,-,0,Negatif,2,Sarkas,Mentan:Blunder
edi gaplek,bpk ini kebanyakan nonton kakek sugiono,-,0,Negatif,2,Sarkas,Bpk ini:Blunder
Yao,"Dengan pede-nya dia bandingkan dengan jepang, beginilah hasil jabatan jebolan tradisi bagi2 kue, skill 0 ngelobi 100.💩",-,0,Negatif,2,Sarkas,Mentan:Blunder
Khairul Fahmi,😂,-,0,Negatif,2,Sarkas,Beras:Mahal
Medusa,DONGO,-,0,Negatif,1,Marah,Beras:Mahal
user,😇😇😇,-,0,Negatif,2,Sarkas,Beras:Mahal
Beauty_up,"Gpp pak harga beras naek samakan dg di jepang, tapiiii sejahterakan jg donk rakyatnya sama kayak di jepang. Ojok mung isok ngunggahno rego tok ae, gaki dpr loh pangkasen gae nyaur utange negoro karo sejahterahno rakyatmu",-,0,Negatif,2,Sarkas,Mentan:Blunder
zaenal abidin,itu siapa yang milih dia jadi anggota DPR kok tolol gitu pemikirannya 🤣,-,0,Negatif,2,Sarkas,Mentan:Blunder
LarisBuahSegar,tolollll,-,0,Negatif,2,Sarkas,Beras:Mahal
Lisa Er Msi Mesuji,INI LAGI MENTRI YANG COCOK DIDEMO. GAMPANG KALI MUNCONG NYA MEMBANDINGKAN DENGAN NEGARA MAJU.,-,0,Negatif,1,Sarkas,Mentan:CocokDitolak
